,Unnamed: 0,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song,index_empty_val
136,,['pop'],245.964,False,0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,76,Harry Styles,,Matilda,1499
137,,"['reggaeton', 'trap latino', 'urbano latino']",230.704,True,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,72,Bad Bunny,,Yo No Soy Celoso,1500
138,,['pop'],164.533,False,0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,72,Harry Styles,,Daylight,1501
139,,"['contemporary country', 'country', 'country road', 'modern country rock']",216.764,False,0.464,0.755,4,-5.707,1,0.0354,0.00838,0.0,0.0989,0.449,155.973,50,Thomas Rhett,,Slow Down Summer,1502
140,,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",214.459,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,64,Calvin Harris,,Potion (with Dua Lipa & Young Thug),1503
141,,"['dfw rap', 'melodic rap', 'pop', 'rap']",193.565,False,0.744,0.628,2,-5.435,1,0.0287,0.0493,0.0,0.317,0.539,119.966,67,Post Malone,,Wrapped Around Your Finger,1504
142,,"['dfw rap', 'melodic rap', 'pop', 'rap']",193.506,True,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,70,Post Malone,,One Right Now (with The Weeknd),1505
143,,"['dfw rap', 'melodic rap', 'pop', 'rap']",169.824,True,0.517,0.668,1,-6.012,1,0.116,0.0712,0.0,0.407,0.646,79.782,58,Post Malone,,I Cannot Be (A Sadder Song) (with Gunna),1506
144,,"['dfw rap', 'melodic rap', 'pop', 'rap']",243.486,True,0.611,0.584,11,-6.897,0,0.0301,0.083,0.0,0.432,0.181,116.106,59,Post Malone,,Lemon Tree,1507
145,,"['dfw rap', 'melodic rap', 'pop', 'rap']",248.177,True,0.314,0.439,2,-5.726,1,0.0311,0.671,0.0,0.181,0.364,180.119,56,Post Malone,,Reputation,1508
146,,"['dfw rap', 'melodic rap', 'pop', 'rap']",243.158,False,0.583,0.43,9,-7.748,1,0.0353,0.801,0.0,0.0867,0.367,84.967,61,Post Malone,,Wasting Angels (with The Kid LAROI),1509
147,,"['dfw rap', 'melodic rap', 'pop', 'rap']",169.66,True,0.645,0.671,10,-7.208,0,0.0459,0.0597,8e-06,0.11,0.365,82.546,53,Post Malone,,Insane,1510
148,,"['dfw rap', 'melodic rap', 'pop', 'rap']",183.816,True,0.475,0.569,4,-7.073,0,0.0343,0.037,0.00129,0.232,0.0395,108.007,52,Post Malone,,Love/Hate Letter To Alcohol (with Fleet Foxes),1511
149,,['pop'],202.183,False,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,72,Harry Styles,,Little Freak,1512
150,,['pop'],191.958,False,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,67,Harry Styles,,Grapejuice,1513
151,,['pop'],218.577,False,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,73,Harry Styles,,Satellite,1514
152,,"['dfw rap', 'melodic rap', 'pop', 'rap']",195.11,False,0.485,0.656,10,-6.121,0,0.0528,0.0346,0.0,0.155,0.106,140.107,53,Post Malone,,When I’m Alone,1515
153,,"['dfw rap', 'melodic rap', 'pop', 'rap']",145.795,True,0.301,0.303,4,-12.39,1,0.0458,0.177,0.031,0.0979,0.0384,141.997,48,Post Malone,,Euthanasia,1516
154,,"['contemporary country', 'country', 'country road', 'modern country rock']",176.146,False,0.472,0.937,0,-4.028,0,0.0567,0.00717,0.0,0.11,0.454,140.073,57,Cole Swindell,,Never Say Never (with Lainey Wilson),1517
155,,['pop'],243.507,False,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,67,Harry Styles,,Cinema,1518
156,,['pop'],140.241,False,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,73,Harry Styles,,Keep Driving,1519
157,,['pop'],187.342,False,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,67,Harry Styles,,Daydreaming,1520
158,,['pop'],191.638,False,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,69,Harry Styles,,Love Of My Life,1521
159,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",202.285,True,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,75,Kendrick Lamar,,Rich Spirit,1522
160,,['pop'],194.543,False,0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,64,Harry Styles,,Boyfriends,1523
161,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",135.053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,64,Jack Harlow,,Dua Lipa,1524
162,,"['hawaiian hip hop', 'pop rap']",143.414,True,0.891,0.62,8,-6.822,1,0.157,0.176,1.59e-06,0.103,0.535,82.035,64,Russ,,HANDSOMER (Remix) (Feat. Ktlyn),1525
163,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",236.186,True,0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,61,Future,,I'M ON ONE (feat. Drake),1526
164,,"['reggaeton', 'trap latino', 'urbano latino']",339.611,True,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,76,Bad Bunny,,Andrea,1527
165,,"['contemporary country', 'country', 'country road', 'modern country rock']",182.93,False,0.605,0.786,4,-4.138,1,0.0379,0.00276,0.0,0.347,0.512,116.995,54,Keith Urban,,Wild Hearts,1528
166,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",222.497,True,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,70,Kendrick Lamar,,Father Time (feat. Sampha),1529
167,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",283.642,True,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,76,Kendrick Lamar,,Count Me Out,1530
168,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",255.377,True,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63,74,Kendrick Lamar,,United In Grief,1531
169,,"['florida drill', 'florida rap', 'southern hip hop']",225.533,True,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,62,Nardo Wick,,Me or Sum (feat. Future & Lil Baby),1532
170,,"['atl hip hop', 'melodic rap', 'rap', 'trap']",136.266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,69,Gunna,,pushin P (feat. Young Thug),1533
171,,"['contemporary country', 'country', 'country road']",214.416,False,0.553,0.609,1,-6.436,1,0.0469,0.151,0.0,0.112,0.471,73.903,53,Carly Pearce,,Never Wanted To Be That Girl,1534
172,,"['r&b', 'rap']",231.497,True,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,73,Summer Walker,,No Love (with SZA),1535
173,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",224.466,True,0.605,0.692,8,-7.45,1,0.446,0.495,0.0,0.303,0.685,124.84,65,Kendrick Lamar,,Savior,1536
174,,"['reggaeton', 'trap latino', 'urbano latino']",210.989,True,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,73,Bad Bunny,,Aguacero,1537
175,,"['reggaeton', 'trap latino', 'urbano latino']",196.412,True,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,79,Bad Bunny,,Un Coco,1538
176,,"['reggaeton', 'trap latino', 'urbano latino']",244.444,False,0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02,77,Bad Bunny,,Otro Atardecer,1539
177,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",341.307,True,0.648,0.68,11,-7.276,1,0.345,0.292,0.0,0.0808,0.504,106.89,63,Kendrick Lamar,,We Cry Together,1540
178,,"['reggaeton', 'trap latino', 'urbano latino']",208.615,True,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,75,Bad Bunny,,Dos Mil 16,1541
179,,"['pop r&b', 'r&b']",226.373,True,0.662,0.655,2,-5.44,1,0.26,0.462,0.0,0.124,0.356,82.079,52,Queen Naija,,Hate Our Love (with Big Sean),1542
180,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",203.367,True,0.514,0.472,8,-11.106,0,0.368,0.753,0.00012,0.0746,0.557,77.215,61,Kendrick Lamar,,Worldwide Steppers,1543
181,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",329.295,True,0.567,0.824,3,-6.973,0,0.296,0.167,2.65e-06,0.149,0.737,138.202,64,Kendrick Lamar,,Purple Hearts,1544
182,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",103.319,True,0.481,0.406,7,-11.52,1,0.0775,0.864,0.000315,0.0869,0.741,91.589,58,Kendrick Lamar,,Rich - Interlude,1545
183,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",210.841,True,0.727,0.53,9,-8.616,1,0.312,0.283,2.76e-05,0.392,0.258,174.025,63,Kendrick Lamar,,Mr. Morale,1546
184,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",264.299,True,0.355,0.245,1,-13.475,0,0.0358,0.801,9.11e-05,0.112,0.162,173.329,60,Kendrick Lamar,,Crown,1547
185,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",281.069,True,0.52,0.375,0,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,58,Kendrick Lamar,,Auntie Diaries,1548
186,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",152.985,True,0.618,0.43,5,-9.38,0,0.216,0.807,0.0,0.189,0.826,117.125,58,Kendrick Lamar,,Savior - Interlude,1549
187,,"['contemporary country', 'country']",254.173,False,0.588,0.55,1,-5.878,1,0.0269,0.166,8.67e-06,0.11,0.39,115.01,63,Luke Combs,,Doin' This,1550
188,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",256.006,True,0.652,0.67,2,-8.766,1,0.0639,0.225,1.4e-05,0.0804,0.274,91.933,63,Kendrick Lamar,,Mirror,1551
189,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",406.528,True,0.492,0.369,8,-14.861,0,0.329,0.87,2.85e-05,0.11,0.491,140.012,59,Kendrick Lamar,,Mother I Sober (feat. Beth Gibbons of Portishead),1552
190,,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",332.228,True,0.7,0.812,1,-8.128,0,0.297,0.183,0.0,0.0756,0.801,97.405,61,Kendrick Lamar,,The Heart Part 5,1553
191,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",309.327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,65,Jack Harlow,,Churchill Downs (feat. Drake),1554
192,,"['reggaeton', 'trap latino', 'urbano latino']",201.816,True,0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,68,Bad Bunny,,El Apagón,1555
193,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",173.186,True,0.711,0.686,5,-6.409,0,0.271,0.0355,0.0,0.124,0.536,146.971,62,Future,,712PM,1556
194,,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",164.818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,74,Tiësto,,The Motto,1557
195,,"['reggaeton', 'trap latino', 'urbano latino']",180.929,False,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,73,Bad Bunny,,Me Fui de Vacaciones,1558
196,,"['reggaeton', 'trap latino', 'urbano latino']",176.0,False,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,73,Bad Bunny,,Enséñame a Bailar,1559
197,,"['alt z', 'gen z singer-songwriter', 'singer-songwriter pop']",157.863,True,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0899,0.341,66.165,69,Lauren Spencer Smith,,Flowers,1560
198,,"['alt z', 'modern alternative pop']",168.601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,74,GAYLE,,abcdefu,1561
199,,['lgbtq+ hip hop'],212.0,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,75,Lil Nas X,,INDUSTRY BABY (feat. Jack Harlow),1562
200,,"['british soul', 'pop', 'pop soul', 'uk pop']",224.694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,84,Adele,,Easy On Me,1563
201,,"['dance pop', 'pop']",210.56,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,76,Doja Cat,,Need to Know,1564
202,,"['reggaeton', 'trap latino', 'urbano latino']",196.412,True,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991,79,Bad Bunny,,Un Coco,1565
203,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",206.385,True,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,62,Jack Harlow,,Nail Tech,1567
204,,['movie tunes'],216.12,False,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,73,Carolina Gaitán - La Gaita,,We Don't Talk About Bruno,1568
205,,"['reggaeton', 'trap latino', 'urbano latino']",139.041,True,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,77,Bad Bunny,,Agosto,1569
206,,"['afrobeats', 'nigerian pop']",187.111,True,0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,68,Fireboy DML,,Peru,1571
207,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",106.133,True,0.916,0.453,1,-4.148,1,0.158,0.000189,0.0,0.137,0.152,145.007,59,Future,,MASSAGING ME,1572
208,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",193.765,True,0.832,0.522,2,-7.244,1,0.05,0.012,0.079,0.377,0.253,150.044,51,Jack Harlow,,I'd Do Anything To Make You Smile,1573
209,,"['contemporary country', 'country', 'country road', 'modern country rock']",174.68,False,0.59,0.846,4,-4.251,1,0.0396,0.182,0.0,0.53,0.733,146.028,68,Dierks Bentley,,Beers On Me,1574
210,,"['alt z', 'gen z singer-songwriter', 'singer-songwriter pop']",175.344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,71,Lauren Spencer Smith,,Fingers Crossed,1575
211,,"['atl hip hop', 'atl trap', 'rap', 'trap']",179.148,True,0.514,0.65,6,-8.867,1,0.499,0.138,0.0,0.103,0.236,127.428,54,Lil Baby,,Frozen,1576
212,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",224.841,True,0.841,0.566,4,-5.501,0,0.289,0.00882,0.0,0.0635,0.269,95.941,47,Jack Harlow,,Young Harleezy,1577
213,,"['contemporary country', 'country', 'country pop', 'modern country rock']",179.72,False,0.641,0.78,3,-5.138,1,0.0852,0.0206,0.0,0.143,0.693,98.004,64,Sam Hunt,,23,1578
214,,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",222.642,True,0.549,0.485,4,-8.477,0,0.322,0.179,0.0,0.368,0.626,112.029,47,Jack Harlow,,Poison (feat. Lil Wayne),1579
215,,"['canadian pop', 'pop']",193.322,True,0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,62,Justin Bieber,,Honest (feat. Don Toliver),1580
216,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",207.213,True,0.652,0.578,0,-6.187,1,0.161,0.00861,0.0,0.285,0.195,87.395,52,Future,,KEEP IT BURNIN (feat. Kanye West),1581
217,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",207.933,True,0.824,0.667,10,-6.603,0,0.0814,0.00321,2.65e-06,0.0956,0.305,82.037,47,Future,,FOR A NUT (feat. Gunna & Young Thug),1582
218,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",195.266,True,0.862,0.619,11,-6.197,0,0.221,0.0403,0.0,0.253,0.624,148.059,48,Future,,CHICKENS (feat. EST Gee),1583
219,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",162.333,True,0.763,0.526,5,-6.753,0,0.355,0.00937,2.25e-06,0.111,0.362,181.856,48,Future,,GOLD STACKS,1584
220,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",211.133,True,0.499,0.404,1,-9.469,0,0.381,0.0686,1.11e-06,0.125,0.237,77.565,47,Future,,VOODOO (feat. Kodak Black),1585
221,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",133.133,True,0.827,0.634,10,-5.54,0,0.21,0.00854,0.000109,0.332,0.609,158.98,47,Future,,WE JUS WANNA GET HIGH,1586
222,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",170.266,True,0.784,0.719,11,-4.56,0,0.31,0.0215,2.27e-05,0.253,0.293,157.997,51,Future,,HOLY GHOST,1587
223,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",177.026,True,0.765,0.46,3,-7.23,0,0.376,0.442,4.11e-06,0.0794,0.418,119.919,48,Future,,BACK TO THE BASICS,1589
224,,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",179.493,True,0.639,0.743,6,-4.917,0,0.261,0.0234,1.72e-05,0.108,0.27,175.067,43,Future,,THE WAY THINGS GOING,1590
225,,"['contemporary country', 'modern country pop']",217.801,False,0.639,0.839,11,-4.99,1,0.0364,0.0529,0.0,0.0854,0.528,126.057,70,HARDY,,GIVE HEAVEN SOME HELL,1591
226,,"['k-rap', 'korean old school hip hop']",174.646,False,0.903,0.962,4,-3.203,1,0.0852,0.0302,0.0,0.0273,0.906,129.968,71,PSY,,That That (prod.&feat. SUGA of BTS),1592
227,,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",185.6,False,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,78,Lil Durk,,Broadway Girls (feat. Morgan Wallen),1593
228,,['singer-songwriter pop'],216.41,False,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,82,Benson Boone,,In The Stars,1594
229,,['movie tunes'],202.226,False,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,70,Jessica Darrow,,Surface Pressure,1595
230,,"['pop', 'viral pop']",187.703,False,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,72,Charlie Puth,,Light Switch,1596
231,,"['chicago indie', 'pov: indie']",160.239,False,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,87,The Walters,,I Love You So,1597
232,,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",193.805,False,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,69,Anitta,,Envolver,1598
233,,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",186.538,True,0.676,0.61,1,-9.185,1,0.273,0.000114,1.73e-06,0.191,0.519,156.005,57,Lil Durk,,AHHH HA,1600
234,,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",185.855,True,0.688,0.842,2,-4.211,1,0.264,0.0499,0.0,0.241,0.416,159.897,61,Gucci Mane,,Rumors (feat. Lil Durk),1601
235,,"['alternative r&b', 'r&b']",207.413,True,0.65,0.555,6,-5.971,0,0.0719,0.502,0.0,0.104,0.352,103.081,66,Lucky Daye,,Over,1602
236,,"['bronx drill', 'melodic drill', 'new york drill']",118.249,True,0.87,0.832,1,-5.985,1,0.314,0.0331,0.0,0.14,0.906,140.02,55,Kay Flock,,"Shake It (feat. Cardi B, Dougie B & Bory 300)",1603
237,,"['canadian contemporary r&b', 'canadian pop', 'pop']",215.626,True,0.679,0.825,0,-5.487,1,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,85,The Weeknd,,Save Your Tears,1604
238,,"['dance pop', 'pop', 'uk pop']",203.064,False,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,80,Dua Lipa,,Levitating (feat. DaBaby),1605
239,,"['pop', 'r&b', 'rap']",173.906,True,0.533,0.417,7,-8.665,0,0.148,0.514,0.0,0.114,0.376,106.534,69,SZA,,I Hate U,1606
240,,"['dance pop', 'pop']",186.173,True,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,76,Doja Cat,,You Right,1607
241,,"['contemporary country', 'country', 'country road', 'modern country rock']",161.853,False,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,71,Walker Hayes,,Fancy Like,1608
242,,"['atl hip hop', 'atl trap']",221.538,True,0.744,0.608,2,-6.386,1,0.0442,0.0295,0.0,0.397,0.0692,130.045,59,Southside,,Hold That Heat (feat. Travis Scott),1610
243,,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",152.612,True,0.594,0.679,7,-3.702,1,0.345,0.484,7.83e-06,0.114,0.66,106.726,56,Pusha T,,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),1611
244,,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",209.314,True,0.625,0.542,9,-4.365,1,0.266,0.0223,0.0,0.377,0.328,152.403,49,Pusha T,,Neck & Wrist (feat. JAY-Z & Pharrell Williams),1612
245,,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",233.922,True,0.687,0.783,0,-4.573,1,0.191,0.0526,0.0,0.0718,0.359,156.141,51,Pusha T,,Rock N Roll (feat. Kanye West & Kid Cudi),1613
246,,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",173.633,True,0.594,0.913,6,-2.372,0,0.255,0.655,0.0,0.423,0.897,80.302,58,Pusha T,,Dreamin Of The Past (feat. Kanye West),1614
247,,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",135.264,True,0.684,0.545,1,-6.885,1,0.121,0.159,0.0,0.102,0.407,143.049,67,Lil Tjay,,In My Head,1615
248,,['sad sierreno'],213.999,False,0.708,0.449,4,-4.369,0,0.0286,0.451,0.0,0.111,0.63,84.396,60,Yahritza Y Su Esencia,,Soy El Unico,1616
249,,"['black americana', 'contemporary country', 'country', 'country road']",214.238,False,0.447,0.538,5,-7.258,1,0.0338,0.119,0.0,0.188,0.453,123.746,46,Kane Brown,,Leave You Alone,1617
250,,"['canadian contemporary r&b', 'canadian pop', 'pop']",214.193,False,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,74,The Weeknd,,Out of Time,1618
251,,"['atl hip hop', 'melodic rap', 'rap', 'trap']",200.0,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,66,Gunna,,Banking On Me,1619
252,,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",221.693,False,0.487,0.796,7,-3.9,0,0.0339,0.0197,0.000192,0.327,0.44,76.037,48,Blake Shelton,,Come Back as a Country Boy,1620
253,,"['brooklyn drill', 'new york drill', 'rap', 'trap']",256.0,True,0.474,0.801,8,-5.978,0,0.375,0.102,0.0,0.322,0.497,147.356,58,Fivio Foreign,,City of Gods,1621
254,,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']",170.911,True,0.739,0.658,1,-4.145,1,0.195,0.132,0.000129,0.266,0.636,80.955,49,Pusha T,,Brambleton,1622
255,,['contemporary country'],167.48,False,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,80,Jordan Davis,,Buy Dirt,1623
256,,"['contemporary country', 'country', 'country road']",258.799,False,0.653,0.927,8,-4.699,1,0.0289,0.0352,4.47e-05,0.0966,0.894,119.97,56,Eric Church,,Heart On Fire,1624
257,,['movie tunes'],160.946,False,0.905,0.631,9,-10.06,0,0.177,0.129,0.0,0.101,0.751,105.026,65,4*TOWN (From Disney and Pixar’s Turning Red),,Nobody Like U,1625
258,,['emo rap'],134.844,True,0.563,0.724,2,-4.651,1,0.347,0.0831,0.0,0.237,0.486,93.006,48,6ix9ine,,GINÉ,1626
259,,"['boy band', 'pop']",206.417,False,0.391,0.514,7,-6.926,1,0.0321,0.0523,9.73e-06,0.196,0.126,81.472,58,5 Seconds of Summer,,COMPLETE MESS,1627
260,,['alternative r&b'],192.325,True,0.863,0.598,0,-7.312,1,0.211,0.107,0.0,0.0583,0.841,144.382,52,Ari Lennox,,Pressure,1628
261,,['hollywood'],257.213,False,0.594,0.628,1,-6.345,1,0.359,0.12,0.0,0.0582,0.556,141.391,67,Stephanie Beatriz,,The Family Madrigal,1629
